Complaint_ID,Complaint_Date,Channel,Region,Product,Category,Issue,Priority,Resolution_Time_Hours,CSAT_Score,Sentiment,Status
CMP-0712,2026-07-06,Phone,India,Mobile App,Login & Account,Cannot update profile details,Medium,8,4,Positive,Resolved
CMP-0713,2026-07-16,Email,India,Web Store,Technical Issue,Checkout button not working,High,11,4,Positive,Resolved
CMP-0714,2026-07-24,Email,India,Marketplace,Billing & Payments,Payment failed but money was deducted,High,24,4,Positive,Pending
CMP-0715,2026-07-28,Chat,USA,Web Store,Delivery,Delivery address issue,Low,25,4,Positive,Resolved
CMP-0716,2026-07-13,Email,UK,Mobile App,Login & Account,Account locked after login attempts,Low,11,5,Positive,Resolved
CMP-0717,2026-07-03,Phone,Singapore,Web Store,Billing & Payments,Payment failed but money was deducted,High,18,4,Positive,Resolved
CMP-0718,2026-07-09,Email,USA,Standard Plan,Returns & Refunds,Exchange request pending,Low,39,4,Positive,Resolved
CMP-0719,2026-07-16,Chat,UK,Standard Plan,Product Quality,Wrong product received,Medium,32,5,Positive,Resolved
CMP-0720,2026-07-01,Chat,UK,Web Store,Billing & Payments,Payment failed but money was deducted,High,16,5,Positive,Resolved
CMP-0721,2026-07-10,Chat,UK,Web Store,Login & Account,Account locked after login attempts,Medium,12,5,Positive,Resolved
CMP-0722,2026-07-16,Web Form,India,Standard Plan,Login & Account,Two-factor authentication issue,Medium,10,4,Positive,Resolved
CMP-0723,2026-07-29,Social Media,India,Standard Plan,Returns & Refunds,Return request not processed,Medium,47,4,Positive,Resolved
CMP-0724,2026-07-29,Email,Japan,Premium Plan,Technical Issue,Mobile app crashes,Medium,14,5,Positive,Resolved
CMP-0725,2026-07-22,Chat,Japan,Marketplace,Technical Issue,Mobile app crashes,High,25,4,Positive,Resolved
CMP-0726,2026-07-19,Chat,India,Standard Plan,Returns & Refunds,Refund status unclear,Low,46,5,Positive,Resolved
CMP-0727,2026-07-12,Email,India,Premium Plan,Delivery,Order delivered late,Medium,30,5,Positive,Resolved
CMP-0728,2026-07-12,Chat,Singapore,Standard Plan,Delivery,Order delivered late,Medium,33,3,Neutral,Resolved
CMP-0729,2026-07-04,Web Form,India,Premium Plan,Delivery,Order delivered late,Medium,35,5,Positive,Resolved
CMP-0730,2026-07-01,Chat,USA,Premium Plan,Technical Issue,Error while placing order,High,26,5,Positive,Resolved
CMP-0731,2026-07-26,Chat,India,Mobile App,Service Experience,Customer wants escalation,Low,20,4,Positive,Resolved
CMP-0732,2026-07-07,Email,India,Standard Plan,Technical Issue,Checkout button not working,Low,16,4,Positive,Resolved
CMP-0733,2026-07-13,Email,India,Marketplace,Returns & Refunds,Return pickup delayed,Low,33,5,Positive,Resolved
CMP-0734,2026-07-26,Chat,India,Marketplace,Product Quality,Product arrived damaged,High,57,4,Positive,Resolved
CMP-0735,2026-07-14,Phone,India,Premium Plan,Delivery,Order delivered late,Medium,16,5,Positive,Resolved
CMP-0736,2026-07-21,Phone,Japan,Mobile App,Delivery,Delivery address issue,High,39,4,Positive,Resolved
CMP-0737,2026-07-09,Phone,USA,Standard Plan,Returns & Refunds,Refund status unclear,Low,40,4,Positive,Resolved
CMP-0738,2026-07-08,Chat,India,Web Store,Subscription,Unable to cancel subscription,Low,11,5,Positive,Resolved
CMP-0739,2026-07-28,Web Form,Singapore,Web Store,Technical Issue,Checkout button not working,Low,17,5,Positive,Resolved
CMP-0740,2026-07-08,Email,India,Mobile App,Returns & Refunds,Exchange request pending,Medium,28,4,Positive,Pending
CMP-0741,2026-07-09,Email,India,Mobile App,Returns & Refunds,Return request not processed,Low,52,4,Positive,Resolved
CMP-0742,2026-07-11,Web Form,India,Mobile App,Billing & Payments,Payment failed but money was deducted,High,22,4,Positive,Resolved
CMP-0743,2026-07-13,Web Form,UK,Mobile App,Subscription,Subscription benefit missing,Medium,17,5,Positive,Resolved
CMP-0744,2026-07-09,Chat,USA,Marketplace,Login & Account,Unable to reset password,Medium,5,4,Positive,Resolved
CMP-0745,2026-07-26,Chat,UK,Standard Plan,Login & Account,Cannot update profile details,Medium,4,5,Positive,Resolved
CMP-0746,2026-07-09,Email,India,Standard Plan,Billing & Payments,Refund not received,Medium,11,5,Positive,Pending
CMP-0747,2026-07-12,Phone,Singapore,Web Store,Returns & Refunds,Exchange request pending,Medium,33,5,Positive,Resolved
CMP-0748,2026-07-23,Web Form,UK,Mobile App,Returns & Refunds,Return request not processed,High,64,5,Positive,Resolved
CMP-0749,2026-07-28,Web Form,UK,Marketplace,Technical Issue,Checkout button not working,High,30,5,Positive,Resolved
CMP-0750,2026-07-03,Web Form,Singapore,Premium Plan,Billing & Payments,Payment failed but money was deducted,High,19,5,Positive,Resolved
CMP-0751,2026-07-26,Phone,USA,Standard Plan,Subscription,Subscription benefit missing,Low,20,4,Positive,Resolved
CMP-0752,2026-07-23,Phone,Singapore,Premium Plan,Subscription,Subscription benefit missing,Low,11,5,Positive,Resolved
CMP-0753,2026-07-24,Chat,India,Marketplace,Billing & Payments,Unexpected charge on account,High,13,4,Positive,Resolved
CMP-0754,2026-07-01,Phone,USA,Web Store,Login & Account,Account locked after login attempts,Low,12,5,Positive,Resolved
CMP-0755,2026-07-28,Email,USA,Web Store,Billing & Payments,Refund not received,Low,14,5,Positive,Resolved
CMP-0756,2026-07-26,Email,UK,Premium Plan,Product Quality,Product quality below expectation,Medium,21,5,Positive,Resolved
CMP-0757,2026-07-01,Web Form,USA,Web Store,Technical Issue,Error while placing order,Low,13,4,Positive,Resolved
CMP-0758,2026-07-02,Email,USA,Web Store,Billing & Payments,Payment failed but money was deducted,Medium,13,5,Positive,Resolved
CMP-0759,2026-07-27,Email,Japan,Standard Plan,Delivery,Order delivered late,High,42,4,Positive,Resolved
CMP-0760,2026-07-10,Web Form,USA,Premium Plan,Login & Account,Account locked after login attempts,Medium,6,5,Positive,Resolved
CMP-0761,2026-07-14,Social Media,India,Web Store,Delivery,Package not delivered,High,39,4,Positive,Resolved
CMP-0762,2026-07-12,Email,Japan,Web Store,Billing & Payments,Unexpected charge on account,Medium,12,4,Positive,Resolved
CMP-0763,2026-07-24,Phone,USA,Standard Plan,Product Quality,Wrong product received,Medium,31,5,Positive,Resolved
CMP-0764,2026-07-31,Chat,India,Marketplace,Billing & Payments,Refund not received,High,23,5,Positive,Resolved
CMP-0765,2026-07-10,Email,Japan,Standard Plan,Login & Account,Unable to reset password,Medium,8,4,Positive,Escalated
CMP-0766,2026-07-29,Email,Japan,Premium Plan,Returns & Refunds,Return pickup delayed,Medium,44,3,Neutral,Resolved
CMP-0767,2026-07-16,Email,India,Web Store,Technical Issue,Checkout button not working,Medium,20,5,Positive,Resolved
CMP-0768,2026-07-11,Chat,Japan,Web Store,Delivery,Wrong delivery status,Low,23,4,Positive,Resolved
CMP-0769,2026-07-06,Email,India,Web Store,Product Quality,Wrong product received,Medium,42,4,Positive,Resolved
CMP-0770,2026-07-16,Email,India,Marketplace,Technical Issue,Error while placing order,High,10,3,Neutral,Resolved
CMP-0771,2026-07-27,Email,USA,Web Store,Billing & Payments,Unexpected charge on account,Medium,13,5,Positive,Resolved
CMP-0772,2026-07-30,Chat,UK,Standard Plan,Returns & Refunds,Return request not processed,High,66,3,Neutral,Resolved
CMP-0773,2026-07-13,Email,UK,Mobile App,Login & Account,Cannot update profile details,Low,7,5,Positive,Resolved
CMP-0774,2026-07-15,Email,USA,Standard Plan,Delivery,Order delivered late,Low,18,5,Positive,Resolved
CMP-0775,2026-07-05,Chat,USA,Marketplace,Service Experience,Customer wants escalation,Medium,27,5,Positive,Resolved
CMP-0776,2026-07-13,Phone,Japan,Marketplace,Delivery,Order delivered late,Medium,27,4,Positive,Resolved
CMP-0777,2026-07-13,Email,USA,Web Store,Login & Account,Two-factor authentication issue,Low,6,4,Positive,Escalated
CMP-0778,2026-07-29,Web Form,USA,Premium Plan,Billing & Payments,Payment failed but money was deducted,High,12,5,Positive,Resolved
CMP-0779,2026-07-09,Chat,USA,Standard Plan,Product Quality,Product quality below expectation,High,47,4,Positive,Resolved
CMP-0780,2026-07-03,Phone,Japan,Standard Plan,Login & Account,Cannot update profile details,High,15,4,Positive,Resolved
CMP-0781,2026-07-17,Phone,USA,Standard Plan,Technical Issue,Website page not loading,Medium,17,4,Positive,Resolved
CMP-0782,2026-07-27,Chat,Singapore,Premium Plan,Subscription,Subscription benefit missing,Medium,2,5,Positive,Resolved
CMP-0783,2026-07-04,Chat,Japan,Standard Plan,Returns & Refunds,Return request not processed,Low,52,4,Positive,Resolved
CMP-0784,2026-07-06,Phone,India,Standard Plan,Delivery,Order delivered late,Medium,28,5,Positive,Resolved
CMP-0785,2026-07-20,Chat,USA,Standard Plan,Product Quality,Missing component in package,Low,16,4,Positive,Resolved
CMP-0786,2026-07-28,Email,Singapore,Premium Plan,Billing & Payments,Refund not received,Medium,17,4,Positive,Resolved
CMP-0787,2026-07-24,Chat,India,Marketplace,Billing & Payments,Payment failed but money was deducted,Low,15,4,Positive,Resolved
CMP-0788,2026-07-01,Web Form,India,Web Store,Login & Account,Two-factor authentication issue,Low,11,5,Positive,Resolved
CMP-0789,2026-07-14,Email,UK,Web Store,Billing & Payments,Charged twice for the same order,Medium,6,5,Positive,Resolved
CMP-0790,2026-07-24,Chat,India,Web Store,Technical Issue,Error while placing order,Medium,13,4,Positive,Resolved
CMP-0791,2026-07-02,Chat,USA,Standard Plan,Returns & Refunds,Refund status unclear,Medium,44,5,Positive,Resolved
CMP-0792,2026-07-24,Web Form,USA,Marketplace,Technical Issue,Error while placing order,High,11,5,Positive,Resolved
CMP-0793,2026-07-14,Email,India,Mobile App,Technical Issue,Error while placing order,Medium,20,5,Positive,Resolved
CMP-0794,2026-07-15,Chat,Singapore,Premium Plan,Subscription,Unable to cancel subscription,Medium,16,5,Positive,Resolved
CMP-0795,2026-07-30,Chat,Japan,Marketplace,Delivery,Wrong delivery status,Low,19,5,Positive,Resolved
CMP-0796,2026-07-31,Email,India,Standard Plan,Login & Account,Two-factor authentication issue,Low,6,3,Neutral,Resolved
CMP-0797,2026-07-07,Web Form,USA,Marketplace,Delivery,Delivery address issue,Low,32,5,Positive,Resolved
CMP-0798,2026-07-31,Email,Japan,Standard Plan,Billing & Payments,Refund not received,High,2,4,Positive,Resolved
CMP-0799,2026-07-06,Web Form,India,Web Store,Service Experience,Issue was transferred multiple times,Low,26,5,Positive,Resolved
CMP-0800,2026-07-11,Email,India,Premium Plan,Billing & Payments,Refund not received,High,14,4,Positive,Resolved
CMP-0801,2026-07-22,Web Form,USA,Marketplace,Delivery,Package not delivered,Medium,26,5,Positive,Pending
CMP-0802,2026-07-26,Social Media,USA,Marketplace,Service Experience,Support response was slow,Low,17,4,Positive,Resolved
CMP-0803,2026-07-24,Web Form,Singapore,Web Store,Billing & Payments,Charged twice for the same order,Medium,11,4,Positive,Resolved
CMP-0804,2026-07-15,Chat,India,Web Store,Billing & Payments,Unexpected charge on account,Medium,14,5,Positive,Resolved
CMP-0805,2026-07-12,Email,India,Standard Plan,Delivery,Package not delivered,Medium,31,4,Positive,Resolved
CMP-0806,2026-07-29,Email,Japan,Standard Plan,Technical Issue,Website page not loading,Low,16,4,Positive,Pending
CMP-0807,2026-07-03,Phone,Japan,Mobile App,Billing & Payments,Charged twice for the same order,High,18,4,Positive,Resolved
CMP-0808,2026-07-29,Email,USA,Web Store,Login & Account,Two-factor authentication issue,Low,9,5,Positive,Pending
CMP-0809,2026-07-01,Phone,India,Premium Plan,Technical Issue,Checkout button not working,Low,19,4,Positive,Resolved
CMP-0810,2026-07-21,Web Form,UK,Marketplace,Technical Issue,Website page not loading,High,15,5,Positive,Resolved
CMP-0811,2026-07-11,Web Form,India,Marketplace,Returns & Refunds,Refund status unclear,Low,43,3,Neutral,Resolved
CMP-0812,2026-07-17,Email,Japan,Premium Plan,Technical Issue,Checkout button not working,High,23,4,Positive,Resolved
CMP-0813,2026-07-17,Email,USA,Standard Plan,Billing & Payments,Unexpected charge on account,High,23,5,Positive,Resolved
CMP-0814,2026-07-15,Email,USA,Mobile App,Technical Issue,Checkout button not working,Medium,15,5,Positive,Escalated
CMP-0815,2026-07-22,Phone,USA,Marketplace,Delivery,Wrong delivery status,Medium,28,5,Positive,Resolved
CMP-0816,2026-07-05,Web Form,India,Mobile App,Billing & Payments,Refund not received,Medium,16,4,Positive,Resolved
CMP-0817,2026-07-13,Email,India,Marketplace,Subscription,Subscription benefit missing,Medium,12,5,Positive,Resolved
CMP-0818,2026-07-24,Phone,Singapore,Standard Plan,Delivery,Delivery address issue,Medium,24,4,Positive,Resolved
CMP-0819,2026-07-04,Email,USA,Marketplace,Technical Issue,Error while placing order,Medium,11,5,Positive,Resolved
CMP-0820,2026-07-12,Phone,India,Mobile App,Returns & Refunds,Return request not processed,High,72,3,Neutral,Resolved
CMP-0821,2026-07-16,Chat,India,Premium Plan,Billing & Payments,Unexpected charge on account,High,14,5,Positive,Resolved
CMP-0822,2026-07-01,Web Form,India,Standard Plan,Technical Issue,Checkout button not working,High,17,5,Positive,Resolved
CMP-0823,2026-07-16,Chat,USA,Standard Plan,Technical Issue,Checkout button not working,Low,11,5,Positive,Resolved
CMP-0824,2026-07-03,Phone,India,Premium Plan,Technical Issue,Error while placing order,Medium,16,5,Positive,Resolved
CMP-0825,2026-07-21,Social Media,USA,Premium Plan,Delivery,Order delivered late,High,39,5,Positive,Resolved
CMP-0826,2026-07-03,Chat,India,Marketplace,Billing & Payments,Unexpected charge on account,Low,16,5,Positive,Escalated
CMP-0827,2026-07-31,Email,Singapore,Web Store,Login & Account,Unable to reset password,Low,10,5,Positive,Resolved
CMP-0828,2026-07-13,Email,Japan,Premium Plan,Login & Account,Two-factor authentication issue,Medium,11,5,Positive,Pending
CMP-0829,2026-07-09,Email,Japan,Standard Plan,Technical Issue,Error while placing order,Medium,19,5,Positive,Resolved
CMP-0830,2026-07-02,Email,Singapore,Web Store,Billing & Payments,Charged twice for the same order,High,9,5,Positive,Resolved
CMP-0831,2026-07-09,Chat,India,Premium Plan,Delivery,Order delivered late,High,40,4,Positive,Resolved
CMP-0832,2026-07-17,Phone,UK,Standard Plan,Billing & Payments,Refund not received,Medium,3,5,Positive,Resolved
CMP-0833,2026-07-30,Chat,India,Web Store,Returns & Refunds,Return request not processed,High,61,4,Positive,Resolved
CMP-0834,2026-07-10,Email,Japan,Web Store,Returns & Refunds,Return request not processed,Medium,27,4,Positive,Resolved
CMP-0835,2026-07-18,Chat,Singapore,Web Store,Technical Issue,Website page not loading,High,23,5,Positive,Resolved
CMP-0836,2026-07-01,Social Media,UK,Web Store,Billing & Payments,Payment failed but money was deducted,Medium,12,5,Positive,Resolved
CMP-0837,2026-07-10,Web Form,India,Marketplace,Login & Account,Cannot update profile details,Low,8,4,Positive,Resolved
CMP-0838,2026-07-09,Phone,USA,Marketplace,Delivery,Delivery address issue,High,43,4,Positive,Resolved
CMP-0839,2026-07-25,Web Form,Singapore,Premium Plan,Service Experience,Issue was transferred multiple times,High,31,5,Positive,Resolved
CMP-0840,2026-07-11,Chat,Japan,Marketplace,Returns & Refunds,Return pickup delayed,High,56,4,Positive,Resolved
CMP-0841,2026-07-22,Phone,India,Mobile App,Returns & Refunds,Return request not processed,Low,47,4,Positive,Resolved
CMP-0842,2026-07-18,Chat,USA,Mobile App,Technical Issue,Error while placing order,Low,12,5,Positive,Resolved
CMP-0843,2026-07-27,Web Form,India,Web Store,Delivery,Delivery address issue,Medium,16,5,Positive,Resolved
CMP-0844,2026-07-22,Email,India,Premium Plan,Delivery,Order delivered late,Medium,23,5,Positive,Resolved
CMP-0845,2026-07-02,Email,Japan,Premium Plan,Returns & Refunds,Refund status unclear,Low,46,4,Positive,Resolved
CMP-0846,2026-07-28,Social Media,UK,Mobile App,Delivery,Package not delivered,Medium,33,4,Positive,Resolved
CMP-0847,2026-07-05,Email,India,Mobile App,Delivery,Package not delivered,High,36,3,Neutral,Resolved
CMP-0848,2026-07-20,Email,UK,Marketplace,Delivery,Wrong delivery status,Low,29,5,Positive,Resolved
CMP-0849,2026-07-09,Web Form,India,Standard Plan,Subscription,Unable to cancel subscription,Medium,10,4,Positive,Resolved
CMP-0850,2026-07-30,Web Form,India,Premium Plan,Technical Issue,Mobile app crashes,Medium,21,5,Positive,Resolved
CMP-0851,2026-07-31,Social Media,India,Standard Plan,Billing & Payments,Charged twice for the same order,High,15,5,Positive,Resolved
CMP-0852,2026-07-19,Email,Japan,Mobile App,Delivery,Order delivered late,Medium,34,5,Positive,Resolved
CMP-0853,2026-07-17,Social Media,USA,Premium Plan,Billing & Payments,Refund not received,Low,16,5,Positive,Resolved
CMP-0854,2026-07-13,Email,India,Mobile App,Returns & Refunds,Return request not processed,Low,51,5,Positive,Resolved
CMP-0855,2026-07-03,Email,UK,Standard Plan,Billing & Payments,Payment failed but money was deducted,High,13,4,Positive,Resolved
CMP-0856,2026-07-28,Email,USA,Web Store,Product Quality,Wrong product received,High,49,4,Positive,Resolved
CMP-0857,2026-07-20,Chat,Japan,Marketplace,Billing & Payments,Payment failed but money was deducted,Low,3,5,Positive,Resolved
CMP-0858,2026-07-19,Email,India,Mobile App,Technical Issue,Website page not loading,Low,14,5,Positive,Resolved
CMP-0859,2026-07-02,Email,India,Mobile App,Technical Issue,Error while placing order,Medium,20,5,Positive,Resolved
CMP-0860,2026-07-10,Email,India,Premium Plan,Delivery,Package not delivered,Medium,34,4,Positive,Resolved
CMP-0861,2026-07-14,Chat,USA,Mobile App,Billing & Payments,Refund not received,Low,16,5,Positive,Resolved
CMP-0862,2026-07-20,Phone,USA,Standard Plan,Billing & Payments,Refund not received,Low,17,5,Positive,Resolved
CMP-0863,2026-07-16,Email,Japan,Mobile App,Delivery,Wrong delivery status,Medium,18,5,Positive,Resolved
CMP-0864,2026-07-26,Email,USA,Premium Plan,Delivery,Package not delivered,Medium,22,5,Positive,Resolved
CMP-0865,2026-07-04,Email,India,Marketplace,Service Experience,Issue was transferred multiple times,Medium,24,5,Positive,Resolved
CMP-0866,2026-07-10,Email,India,Web Store,Subscription,Plan upgrade issue,Low,14,5,Positive,Resolved
CMP-0867,2026-07-30,Email,India,Premium Plan,Delivery,Package not delivered,Low,27,4,Positive,Resolved
CMP-0868,2026-07-08,Chat,India,Standard Plan,Returns & Refunds,Return request not processed,High,53,3,Neutral,Resolved
CMP-0869,2026-07-29,Web Form,India,Web Store,Billing & Payments,Payment failed but money was deducted,High,8,4,Positive,Resolved
CMP-0870,2026-07-30,Chat,Singapore,Web Store,Login & Account,Cannot update profile details,High,13,5,Positive,Resolved
CMP-0871,2026-07-21,Web Form,India,Mobile App,Billing & Payments,Unexpected charge on account,High,13,5,Positive,Resolved
CMP-0872,2026-07-26,Email,India,Standard Plan,Returns & Refunds,Exchange request pending,Medium,43,5,Positive,Resolved
CMP-0873,2026-07-23,Chat,Japan,Premium Plan,Login & Account,Cannot update profile details,Low,6,5,Positive,Resolved
CMP-0874,2026-07-21,Chat,UK,Marketplace,Technical Issue,Checkout button not working,High,24,5,Positive,Resolved
CMP-0875,2026-07-19,Chat,India,Standard Plan,Delivery,Package not delivered,Low,29,5,Positive,Resolved
CMP-0876,2026-07-19,Chat,Japan,Web Store,Billing & Payments,Charged twice for the same order,Medium,1,5,Positive,Resolved
CMP-0877,2026-07-01,Web Form,India,Standard Plan,Technical Issue,Checkout button not working,High,13,4,Positive,Resolved
CMP-0878,2026-07-21,Chat,Japan,Marketplace,Delivery,Order delivered late,Medium,33,5,Positive,Resolved
CMP-0879,2026-07-22,Email,India,Web Store,Billing & Payments,Unexpected charge on account,High,13,5,Positive,Resolved
CMP-0880,2026-07-28,Email,UK,Web Store,Login & Account,Cannot update profile details,High,15,5,Positive,Resolved
CMP-0881,2026-07-31,Chat,India,Standard Plan,Delivery,Wrong delivery status,High,44,4,Positive,Resolved
CMP-0882,2026-07-28,Phone,Singapore,Web Store,Returns & Refunds,Exchange request pending,Medium,43,3,Neutral,Resolved
CMP-0883,2026-07-11,Phone,Japan,Mobile App,Technical Issue,Error while placing order,Low,16,4,Positive,Resolved
CMP-0884,2026-07-10,Chat,UK,Web Store,Technical Issue,Mobile app crashes,High,31,4,Positive,Resolved
CMP-0885,2026-07-25,Chat,India,Standard Plan,Returns & Refunds,Return pickup delayed,Medium,43,5,Positive,Resolved
CMP-0886,2026-07-19,Web Form,India,Premium Plan,Returns & Refunds,Return request not processed,Low,42,5,Positive,Resolved
CMP-0887,2026-07-13,Email,India,Marketplace,Product Quality,Wrong product received,Medium,28,5,Positive,Resolved
CMP-0888,2026-07-06,Email,India,Marketplace,Technical Issue,Checkout button not working,Medium,13,4,Positive,Resolved
CMP-0889,2026-07-03,Chat,India,Marketplace,Billing & Payments,Payment failed but money was deducted,Medium,11,5,Positive,Resolved
CMP-0890,2026-07-14,Email,India,Marketplace,Subscription,Subscription benefit missing,Medium,13,4,Positive,Escalated
CMP-0891,2026-07-06,Chat,USA,Standard Plan,Billing & Payments,Refund not received,Low,7,5,Positive,Resolved
CMP-0892,2026-07-03,Email,Singapore,Standard Plan,Login & Account,Cannot update profile details,Low,4,5,Positive,Resolved
CMP-0893,2026-07-10,Chat,UK,Mobile App,Subscription,Subscription benefit missing,Low,16,4,Positive,Resolved
CMP-0894,2026-07-14,Chat,USA,Web Store,Product Quality,Missing component in package,Low,32,4,Positive,Resolved
CMP-0895,2026-07-08,Phone,India,Mobile App,Technical Issue,Website page not loading,Medium,20,5,Positive,Resolved
CMP-0896,2026-07-04,Web Form,India,Marketplace,Billing & Payments,Refund not received,Medium,4,5,Positive,Resolved
CMP-0897,2026-07-01,Email,Japan,Standard Plan,Technical Issue,Website page not loading,Low,16,5,Positive,Resolved
CMP-0898,2026-07-23,Chat,India,Mobile App,Login & Account,Account locked after login attempts,Low,10,4,Positive,Resolved
CMP-0899,2026-07-05,Chat,India,Standard Plan,Technical Issue,Mobile app crashes,High,15,4,Positive,Resolved
CMP-0900,2026-07-06,Email,India,Standard Plan,Product Quality,Product arrived damaged,High,49,4,Positive,Resolved
CMP-0901,2026-07-29,Chat,India,Mobile App,Login & Account,Account locked after login attempts,High,16,5,Positive,Resolved
CMP-0902,2026-07-20,Chat,India,Mobile App,Login & Account,Unable to reset password,Low,7,4,Positive,Resolved
CMP-0903,2026-07-14,Web Form,India,Mobile App,Subscription,Plan upgrade issue,Medium,5,4,Positive,Resolved
CMP-0904,2026-07-24,Social Media,India,Web Store,Returns & Refunds,Refund status unclear,Medium,45,4,Positive,Resolved
CMP-0905,2026-07-31,Phone,Singapore,Standard Plan,Delivery,Package not delivered,Medium,12,5,Positive,Resolved
CMP-0906,2026-07-07,Chat,India,Standard Plan,Delivery,Order delivered late,Medium,23,5,Positive,Resolved
CMP-0907,2026-07-10,Email,USA,Standard Plan,Returns & Refunds,Return pickup delayed,High,65,4,Positive,Escalated
CMP-0908,2026-07-21,Email,India,Premium Plan,Login & Account,Account locked after login attempts,Low,9,4,Positive,Escalated
CMP-0909,2026-07-11,Social Media,UK,Mobile App,Delivery,Wrong delivery status,Low,6,4,Positive,Resolved
CMP-0910,2026-07-08,Chat,USA,Mobile App,Technical Issue,Website page not loading,Medium,16,4,Positive,Resolved
CMP-0911,2026-07-16,Phone,India,Premium Plan,Technical Issue,Website page not loading,High,17,5,Positive,Resolved
CMP-0912,2026-07-11,Phone,India,Premium Plan,Billing & Payments,Payment failed but money was deducted,Medium,12,4,Positive,Pending
CMP-0913,2026-07-07,Web Form,India,Web Store,Login & Account,Account locked after login attempts,Low,10,5,Positive,Resolved
CMP-0914,2026-07-06,Phone,India,Premium Plan,Delivery,Package not delivered,Medium,17,5,Positive,Resolved
CMP-0915,2026-07-05,Email,Singapore,Web Store,Billing & Payments,Refund not received,Low,13,5,Positive,Escalated
CMP-0916,2026-07-08,Phone,India,Web Store,Technical Issue,Error while placing order,Medium,22,5,Positive,Resolved
CMP-0917,2026-07-31,Email,USA,Mobile App,Service Experience,Agent was not helpful,High,29,4,Positive,Resolved
CMP-0918,2026-07-27,Chat,USA,Web Store,Technical Issue,Error while placing order,Medium,14,5,Positive,Resolved
CMP-0919,2026-07-09,Chat,India,Web Store,Subscription,Plan upgrade issue,Medium,9,5,Positive,Resolved
CMP-0920,2026-07-07,Email,India,Standard Plan,Returns & Refunds,Exchange request pending,Medium,41,4,Positive,Resolved
CMP-0921,2026-07-24,Chat,Singapore,Standard Plan,Technical Issue,Checkout button not working,Low,17,4,Positive,Resolved
CMP-0922,2026-07-06,Social Media,India,Marketplace,Technical Issue,Mobile app crashes,Medium,14,5,Positive,Resolved
CMP-0923,2026-07-21,Phone,India,Mobile App,Login & Account,Two-factor authentication issue,Medium,10,4,Positive,Resolved
CMP-0924,2026-07-09,Phone,UK,Web Store,Technical Issue,Checkout button not working,High,25,4,Positive,Escalated
CMP-0925,2026-07-13,Email,USA,Standard Plan,Delivery,Package not delivered,High,37,4,Positive,Escalated
CMP-0926,2026-07-09,Web Form,India,Standard Plan,Technical Issue,Website page not loading,Medium,13,5,Positive,Resolved
CMP-0927,2026-07-04,Phone,Singapore,Mobile App,Returns & Refunds,Exchange request pending,Low,24,5,Positive,Resolved
CMP-0928,2026-07-01,Web Form,India,Premium Plan,Billing & Payments,Refund not received,High,18,4,Positive,Resolved
CMP-0929,2026-07-06,Chat,UK,Standard Plan,Billing & Payments,Payment failed but money was deducted,High,20,4,Positive,Resolved
CMP-0930,2026-07-19,Email,Singapore,Standard Plan,Billing & Payments,Payment failed but money was deducted,High,15,5,Positive,Resolved
CMP-0931,2026-07-15,Email,USA,Standard Plan,Product Quality,Product quality below expectation,Low,34,5,Positive,Resolved
CMP-0932,2026-07-11,Email,India,Mobile App,Billing & Payments,Unexpected charge on account,High,17,4,Positive,Resolved
CMP-0933,2026-07-22,Email,USA,Mobile App,Login & Account,Unable to reset password,High,14,4,Positive,Escalated
CMP-0934,2026-07-30,Chat,Japan,Premium Plan,Delivery,Order delivered late,High,38,5,Positive,Resolved
CMP-0935,2026-07-27,Chat,USA,Premium Plan,Returns & Refunds,Return pickup delayed,Low,25,4,Positive,Resolved
CMP-0936,2026-07-15,Web Form,USA,Mobile App,Billing & Payments,Unexpected charge on account,Low,8,5,Positive,Resolved
CMP-0937,2026-07-12,Social Media,USA,Web Store,Returns & Refunds,Return pickup delayed,Low,37,5,Positive,Resolved
CMP-0938,2026-07-01,Email,UK,Premium Plan,Technical Issue,Website page not loading,High,26,5,Positive,Resolved
CMP-0939,2026-07-13,Phone,India,Standard Plan,Service Experience,Issue was transferred multiple times,Low,17,5,Positive,Resolved
CMP-0940,2026-07-24,Social Media,USA,Mobile App,Subscription,Subscription benefit missing,Low,6,4,Positive,Resolved
CMP-0941,2026-07-27,Email,USA,Premium Plan,Product Quality,Product arrived damaged,High,48,5,Positive,Pending
CMP-0942,2026-07-08,Social Media,Japan,Marketplace,Billing & Payments,Payment failed but money was deducted,High,7,4,Positive,Escalated
CMP-0943,2026-07-25,Email,Singapore,Standard Plan,Billing & Payments,Charged twice for the same order,Low,13,5,Positive,Escalated
CMP-0944,2026-07-30,Email,USA,Web Store,Returns & Refunds,Exchange request pending,Low,30,5,Positive,Resolved
CMP-0945,2026-07-26,Phone,USA,Standard Plan,Delivery,Delivery address issue,Medium,23,5,Positive,Resolved
CMP-0946,2026-07-19,Phone,Singapore,Mobile App,Billing & Payments,Unexpected charge on account,Low,16,5,Positive,Resolved
CMP-0947,2026-07-14,Chat,India,Standard Plan,Billing & Payments,Charged twice for the same order,Low,11,5,Positive,Resolved
CMP-0948,2026-07-11,Email,India,Standard Plan,Technical Issue,Website page not loading,Low,17,4,Positive,Resolved
CMP-0949,2026-07-20,Email,UK,Mobile App,Technical Issue,Checkout button not working,Low,16,5,Positive,Resolved
